Namespace(augment=False, batchSize=32, beta1=0.5, cuda=True, data='lung', decay_lr=False, dropout=0.5, earlystop=False, experiment='sb37', imgSize=299, init='normal', lr=0.001, metadata=False, method='average', model='', nc=3, ngpu=1, niter=25, nonlinearity='relu', optimizer='Adam')

old comet version (0.1.68) detected. current: 1.0.10 please update your comet lib with command: `pip install --no-cache-dir --upgrade comet_ml`

Experiment is live on comet.ml https://www.comet.ml/charrrrtreuse/general/30070a2e0f964a85af9689ab1d61bcf7

Random Seed:  5033
Loading from: TCGA-LUAD
Loading from: TCGA-LUSC
Loading from: Solid_Tissue_Normal
Finished loading train dataset: 461823 samples
Loading from: TCGA-LUAD
Loading from: TCGA-LUSC
Loading from: Solid_Tissue_Normal
Finished loading valid dataset: 105872 samples
Class encoding:
{'Solid_Tissue_Normal': 0, 'TCGA-LUAD': 1, 'TCGA-LUSC': 2}
cancer_CNN (
  (conv1): BasicConv2d (
    (conv): Conv2d(3, 16, kernel_size=(5, 5), stride=(2, 2), padding=(1, 1))
    (bn): BatchNorm2d(16, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv2): BasicConv2d (
    (conv): Conv2d(16, 32, kernel_size=(3, 3), stride=(1, 1))
    (bn): BatchNorm2d(32, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv3): BasicConv2d (
    (conv): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv4): BasicConv2d (
    (conv): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv5): BasicConv2d (
    (conv): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(128, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv6): BasicConv2d (
    (conv): Conv2d(128, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (linear): Linear (5184 -> 3)
)
No early stopping implemented
[0/25][13452/14432] Training Loss: 0.669924 
[0/25][13453/14432] Training Loss: 0.527046 
[0/25][13454/14432] Training Loss: 0.711622 
[0/25][13455/14432] Training Loss: 0.664075 
[0/25][13456/14432] Training Loss: 0.731055 
[0/25][13457/14432] Training Loss: 0.778161 
[0/25][13458/14432] Training Loss: 0.677929 
[0/25][13459/14432] Training Loss: 0.765742 
[0/25][13460/14432] Training Loss: 0.788956 
[0/25][13461/14432] Training Loss: 0.668515 
[0/25][13462/14432] Training Loss: 0.660825 
[0/25][13463/14432] Training Loss: 0.586807 
[0/25][13464/14432] Training Loss: 0.809727 
[0/25][13465/14432] Training Loss: 0.659807 
[0/25][13466/14432] Training Loss: 0.645631 
[0/25][13467/14432] Training Loss: 0.844082 
[0/25][13468/14432] Training Loss: 0.947348 
[0/25][13469/14432] Training Loss: 0.543174 
[0/25][13470/14432] Training Loss: 0.725539 
[0/25][13471/14432] Training Loss: 0.770421 
[0/25][13472/14432] Training Loss: 0.692873 
[0/25][13473/14432] Training Loss: 0.794020 
[0/25][13474/14432] Training Loss: 0.825423 
[0/25][13475/14432] Training Loss: 0.673413 
[0/25][13476/14432] Training Loss: 0.703323 
[0/25][13477/14432] Training Loss: 0.603803 
[0/25][13478/14432] Training Loss: 0.576778 
[0/25][13479/14432] Training Loss: 0.649342 
[0/25][13480/14432] Training Loss: 1.024896 
[0/25][13481/14432] Training Loss: 0.783838 
[0/25][13482/14432] Training Loss: 0.609625 
[0/25][13483/14432] Training Loss: 0.683248 
[0/25][13484/14432] Training Loss: 0.842483 
[0/25][13485/14432] Training Loss: 0.647019 
[0/25][13486/14432] Training Loss: 0.591304 
[0/25][13487/14432] Training Loss: 1.198020 
[0/25][13488/14432] Training Loss: 0.722704 
[0/25][13489/14432] Training Loss: 0.709517 
[0/25][13490/14432] Training Loss: 0.831244 
[0/25][13491/14432] Training Loss: 0.689098 
[0/25][13492/14432] Training Loss: 0.670639 
[0/25][13493/14432] Training Loss: 0.836374 
[0/25][13494/14432] Training Loss: 0.579683 
[0/25][13495/14432] Training Loss: 0.871368 
[0/25][13496/14432] Training Loss: 0.744313 
[0/25][13497/14432] Training Loss: 0.743836 
[0/25][13498/14432] Training Loss: 0.881186 
[0/25][13499/14432] Training Loss: 0.774491 
[0/25][13500/14432] Training Loss: 0.658524 
[0/25][13501/14432] Training Loss: 0.616788 
[0/25][13502/14432] Training Loss: 0.875125 
[0/25][13503/14432] Training Loss: 0.774477 
[0/25][13504/14432] Training Loss: 0.651221 
[0/25][13505/14432] Training Loss: 0.625106 
[0/25][13506/14432] Training Loss: 0.715662 
[0/25][13507/14432] Training Loss: 0.654101 
[0/25][13508/14432] Training Loss: 0.557526 
[0/25][13509/14432] Training Loss: 0.793755 
[0/25][13510/14432] Training Loss: 0.669608 
[0/25][13511/14432] Training Loss: 1.026158 
[0/25][13512/14432] Training Loss: 0.693110 
[0/25][13513/14432] Training Loss: 0.723586 
[0/25][13514/14432] Training Loss: 0.655477 
[0/25][13515/14432] Training Loss: 0.868953 
[0/25][13516/14432] Training Loss: 0.953508 
[0/25][13517/14432] Training Loss: 0.766302 
[0/25][13518/14432] Training Loss: 0.692462 
[0/25][13519/14432] Training Loss: 0.601158 
[0/25][13520/14432] Training Loss: 0.766764 
[0/25][13521/14432] Training Loss: 0.651151 
[0/25][13522/14432] Training Loss: 0.616896 
[0/25][13523/14432] Training Loss: 0.709338 
[0/25][13524/14432] Training Loss: 0.695356 
[0/25][13525/14432] Training Loss: 0.804240 
[0/25][13526/14432] Training Loss: 0.551134 
[0/25][13527/14432] Training Loss: 0.833275 
[0/25][13528/14432] Training Loss: 0.688912 
[0/25][13529/14432] Training Loss: 0.614543 
[0/25][13530/14432] Training Loss: 0.535494 
[0/25][13531/14432] Training Loss: 0.736736 
[0/25][13532/14432] Training Loss: 1.131165 
[0/25][13533/14432] Training Loss: 0.682796 
[0/25][13534/14432] Training Loss: 0.858617 
[0/25][13535/14432] Training Loss: 0.674007 
[0/25][13536/14432] Training Loss: 0.838489 
[0/25][13537/14432] Training Loss: 0.636666 
[0/25][13538/14432] Training Loss: 0.901446 
[0/25][13539/14432] Training Loss: 0.482322 
[0/25][13540/14432] Training Loss: 0.513321 
[0/25][13541/14432] Training Loss: 0.539493 
[0/25][13542/14432] Training Loss: 0.611132 
[0/25][13543/14432] Training Loss: 0.639895 
[0/25][13544/14432] Training Loss: 1.009700 
[0/25][13545/14432] Training Loss: 0.699234 
[0/25][13546/14432] Training Loss: 0.629715 
[0/25][13547/14432] Training Loss: 0.690458 
[0/25][13548/14432] Training Loss: 0.685918 
[0/25][13549/14432] Training Loss: 0.882983 
[0/25][13550/14432] Training Loss: 0.613830 
[0/25][13551/14432] Training Loss: 0.745257 
[0/25][13552/14432] Training Loss: 0.741441 
[0/25][13553/14432] Training Loss: 0.750787 
[0/25][13554/14432] Training Loss: 0.663273 
[0/25][13555/14432] Training Loss: 0.712322 
[0/25][13556/14432] Training Loss: 0.692023 
[0/25][13557/14432] Training Loss: 0.830384 
[0/25][13558/14432] Training Loss: 0.663876 
[0/25][13559/14432] Training Loss: 0.712016 
[0/25][13560/14432] Training Loss: 0.672516 
[0/25][13561/14432] Training Loss: 0.596372 
[0/25][13562/14432] Training Loss: 0.714949 
[0/25][13563/14432] Training Loss: 0.747536 
[0/25][13564/14432] Training Loss: 0.679524 
[0/25][13565/14432] Training Loss: 0.618040 
[0/25][13566/14432] Training Loss: 0.684201 
[0/25][13567/14432] Training Loss: 0.869975 
[0/25][13568/14432] Training Loss: 0.633547 
[0/25][13569/14432] Training Loss: 0.661700 
[0/25][13570/14432] Training Loss: 0.589041 
[0/25][13571/14432] Training Loss: 0.721287 
[0/25][13572/14432] Training Loss: 0.807434 
[0/25][13573/14432] Training Loss: 0.661439 
[0/25][13574/14432] Training Loss: 0.498096 
[0/25][13575/14432] Training Loss: 0.778385 
[0/25][13576/14432] Training Loss: 0.862693 
[0/25][13577/14432] Training Loss: 0.675844 
[0/25][13578/14432] Training Loss: 0.568507 
[0/25][13579/14432] Training Loss: 0.648841 
[0/25][13580/14432] Training Loss: 0.633455 
[0/25][13581/14432] Training Loss: 0.594943 
[0/25][13582/14432] Training Loss: 0.669377 
[0/25][13583/14432] Training Loss: 0.856241 
[0/25][13584/14432] Training Loss: 0.781367 
[0/25][13585/14432] Training Loss: 0.845824 
[0/25][13586/14432] Training Loss: 0.781360 
[0/25][13587/14432] Training Loss: 0.849227 
[0/25][13588/14432] Training Loss: 0.707682 
[0/25][13589/14432] Training Loss: 0.631364 
[0/25][13590/14432] Training Loss: 0.668860 
[0/25][13591/14432] Training Loss: 0.726870 
[0/25][13592/14432] Training Loss: 0.588511 
[0/25][13593/14432] Training Loss: 0.719606 
[0/25][13594/14432] Training Loss: 0.683835 
[0/25][13595/14432] Training Loss: 0.686974 
[0/25][13596/14432] Training Loss: 0.863841 
[0/25][13597/14432] Training Loss: 0.807018 
[0/25][13598/14432] Training Loss: 0.735830 
[0/25][13599/14432] Training Loss: 0.719788 
[0/25][13600/14432] Training Loss: 0.768716 
[0/25][13601/14432] Training Loss: 0.951628 
[0/25][13602/14432] Training Loss: 0.882534 
[0/25][13603/14432] Training Loss: 0.716962 
[0/25][13604/14432] Training Loss: 0.735635 
[0/25][13605/14432] Training Loss: 0.690839 
[0/25][13606/14432] Training Loss: 0.630912 
[0/25][13607/14432] Training Loss: 0.738197 
[0/25][13608/14432] Training Loss: 0.686979 
[0/25][13609/14432] Training Loss: 0.555873 
[0/25][13610/14432] Training Loss: 0.943001 
[0/25][13611/14432] Training Loss: 0.648314 
[0/25][13612/14432] Training Loss: 0.667722 
[0/25][13613/14432] Training Loss: 0.707379 
[0/25][13614/14432] Training Loss: 0.585602 
[0/25][13615/14432] Training Loss: 0.628144 
[0/25][13616/14432] Training Loss: 0.841066 
[0/25][13617/14432] Training Loss: 0.785218 
[0/25][13618/14432] Training Loss: 0.922109 
[0/25][13619/14432] Training Loss: 0.802647 
[0/25][13620/14432] Training Loss: 0.924768 
[0/25][13621/14432] Training Loss: 0.651000 
[0/25][13622/14432] Training Loss: 0.511010 
[0/25][13623/14432] Training Loss: 0.672524 
[0/25][13624/14432] Training Loss: 0.829463 
[0/25][13625/14432] Training Loss: 0.731441 
[0/25][13626/14432] Training Loss: 0.647596 
[0/25][13627/14432] Training Loss: 0.763333 
[0/25][13628/14432] Training Loss: 0.621369 
[0/25][13629/14432] Training Loss: 0.582220 
[0/25][13630/14432] Training Loss: 0.888110 
[0/25][13631/14432] Training Loss: 0.639837 
[0/25][13632/14432] Training Loss: 0.597128 
[0/25][13633/14432] Training Loss: 0.680597 
[0/25][13634/14432] Training Loss: 0.614125 
[0/25][13635/14432] Training Loss: 0.644835 
[0/25][13636/14432] Training Loss: 0.867259 
[0/25][13637/14432] Training Loss: 0.828793 
[0/25][13638/14432] Training Loss: 0.651129 
[0/25][13639/14432] Training Loss: 0.857513 
[0/25][13640/14432] Training Loss: 0.692066 
[0/25][13641/14432] Training Loss: 0.775309 
[0/25][13642/14432] Training Loss: 0.666869 
[0/25][13643/14432] Training Loss: 0.684228 
[0/25][13644/14432] Training Loss: 0.746358 
[0/25][13645/14432] Training Loss: 0.781121 
[0/25][13646/14432] Training Loss: 0.635889 
[0/25][13647/14432] Training Loss: 0.805535 
[0/25][13648/14432] Training Loss: 0.733502 
[0/25][13649/14432] Training Loss: 0.722144 
[0/25][13650/14432] Training Loss: 0.733997 
[0/25][13651/14432] Training Loss: 0.705424 
[0/25][13652/14432] Training Loss: 0.810888 
[0/25][13653/14432] Training Loss: 0.704700 
[0/25][13654/14432] Training Loss: 1.104264 
[0/25][13655/14432] Training Loss: 0.629472 
[0/25][13656/14432] Training Loss: 0.624614 
[0/25][13657/14432] Training Loss: 0.736010 
[0/25][13658/14432] Training Loss: 0.726467 
[0/25][13659/14432] Training Loss: 0.767561 
[0/25][13660/14432] Training Loss: 0.561910 
[0/25][13661/14432] Training Loss: 0.649125 
[0/25][13662/14432] Training Loss: 0.526719 
[0/25][13663/14432] Training Loss: 0.979480 
[0/25][13664/14432] Training Loss: 0.757624 
[0/25][13665/14432] Training Loss: 0.639548 
[0/25][13666/14432] Training Loss: 0.737906 
[0/25][13667/14432] Training Loss: 0.646538 
[0/25][13668/14432] Training Loss: 0.679715 
[0/25][13669/14432] Training Loss: 0.686188 
[0/25][13670/14432] Training Loss: 0.637542 
[0/25][13671/14432] Training Loss: 0.661653 
[0/25][13672/14432] Training Loss: 0.743633 
[0/25][13673/14432] Training Loss: 0.686268 
[0/25][13674/14432] Training Loss: 0.665238 
[0/25][13675/14432] Training Loss: 0.649763 
[0/25][13676/14432] Training Loss: 0.768986 
[0/25][13677/14432] Training Loss: 0.654838 
[0/25][13678/14432] Training Loss: 0.800784 
[0/25][13679/14432] Training Loss: 0.911431 
[0/25][13680/14432] Training Loss: 0.920958 
[0/25][13681/14432] Training Loss: 0.543366 
[0/25][13682/14432] Training Loss: 0.888318 
[0/25][13683/14432] Training Loss: 0.705623 
[0/25][13684/14432] Training Loss: 0.617733 
[0/25][13685/14432] Training Loss: 0.926481 
[0/25][13686/14432] Training Loss: 0.664064 
[0/25][13687/14432] Training Loss: 0.646764 
[0/25][13688/14432] Training Loss: 0.595543 
[0/25][13689/14432] Training Loss: 0.671707 
[0/25][13690/14432] Training Loss: 0.690344 
[0/25][13691/14432] Training Loss: 0.797681 
[0/25][13692/14432] Training Loss: 0.626393 
[0/25][13693/14432] Training Loss: 0.660362 
[0/25][13694/14432] Training Loss: 0.740709 
[0/25][13695/14432] Training Loss: 0.537317 
[0/25][13696/14432] Training Loss: 0.646966 
[0/25][13697/14432] Training Loss: 0.690724 
[0/25][13698/14432] Training Loss: 0.643209 
[0/25][13699/14432] Training Loss: 0.850292 
[0/25][13700/14432] Training Loss: 0.642944 
[0/25][13701/14432] Training Loss: 0.562422 
[0/25][13702/14432] Training Loss: 0.820337 
[0/25][13703/14432] Training Loss: 0.788633 
[0/25][13704/14432] Training Loss: 0.707601 
[0/25][13705/14432] Training Loss: 0.600031 
[0/25][13706/14432] Training Loss: 0.559599 
[0/25][13707/14432] Training Loss: 0.679490 
[0/25][13708/14432] Training Loss: 0.718004 
[0/25][13709/14432] Training Loss: 0.712161 
[0/25][13710/14432] Training Loss: 0.623831 
[0/25][13711/14432] Training Loss: 0.661901 
[0/25][13712/14432] Training Loss: 0.832614 
[0/25][13713/14432] Training Loss: 0.799279 
[0/25][13714/14432] Training Loss: 0.609027 
[0/25][13715/14432] Training Loss: 0.765444 
[0/25][13716/14432] Training Loss: 0.642001 
[0/25][13717/14432] Training Loss: 0.890458 
[0/25][13718/14432] Training Loss: 0.884006 
[0/25][13719/14432] Training Loss: 0.570667 
[0/25][13720/14432] Training Loss: 0.639380 
[0/25][13721/14432] Training Loss: 0.747289 
[0/25][13722/14432] Training Loss: 0.695583 
[0/25][13723/14432] Training Loss: 0.832309 
[0/25][13724/14432] Training Loss: 0.587977 
[0/25][13725/14432] Training Loss: 0.779994 
[0/25][13726/14432] Training Loss: 0.922228 
[0/25][13727/14432] Training Loss: 0.596708 
[0/25][13728/14432] Training Loss: 0.694714 
[0/25][13729/14432] Training Loss: 0.603582 
[0/25][13730/14432] Training Loss: 0.827623 
[0/25][13731/14432] Training Loss: 0.698408 
[0/25][13732/14432] Training Loss: 0.615709 
[0/25][13733/14432] Training Loss: 0.795263 
[0/25][13734/14432] Training Loss: 0.719737 
[0/25][13735/14432] Training Loss: 0.604796 
[0/25][13736/14432] Training Loss: 0.594966 
[0/25][13737/14432] Training Loss: 0.615427 
[0/25][13738/14432] Training Loss: 0.574900 
[0/25][13739/14432] Training Loss: 0.582006 
[0/25][13740/14432] Training Loss: 0.564948 
[0/25][13741/14432] Training Loss: 0.678649 
[0/25][13742/14432] Training Loss: 0.724866 
[0/25][13743/14432] Training Loss: 0.724230 
[0/25][13744/14432] Training Loss: 0.672067 
[0/25][13745/14432] Training Loss: 0.722155 
[0/25][13746/14432] Training Loss: 0.603731 
[0/25][13747/14432] Training Loss: 0.572431 
[0/25][13748/14432] Training Loss: 0.459026 
[0/25][13749/14432] Training Loss: 0.550536 
[0/25][13750/14432] Training Loss: 0.782711 
[0/25][13751/14432] Training Loss: 0.725961 
[0/25][13752/14432] Training Loss: 0.815343 
[0/25][13753/14432] Training Loss: 1.036384 
[0/25][13754/14432] Training Loss: 0.626920 
[0/25][13755/14432] Training Loss: 0.808772 
[0/25][13756/14432] Training Loss: 0.516447 
[0/25][13757/14432] Training Loss: 0.669036 
[0/25][13758/14432] Training Loss: 0.653495 
[0/25][13759/14432] Training Loss: 0.597465 
[0/25][13760/14432] Training Loss: 0.634795 
[0/25][13761/14432] Training Loss: 0.765744 
[0/25][13762/14432] Training Loss: 0.617803 
[0/25][13763/14432] Training Loss: 0.619442 
[0/25][13764/14432] Training Loss: 0.845085 
[0/25][13765/14432] Training Loss: 0.728752 
[0/25][13766/14432] Training Loss: 0.825675 
[0/25][13767/14432] Training Loss: 0.594064 
[0/25][13768/14432] Training Loss: 0.527845 
[0/25][13769/14432] Training Loss: 0.599404 
[0/25][13770/14432] Training Loss: 0.887402 
[0/25][13771/14432] Training Loss: 0.745233 
[0/25][13772/14432] Training Loss: 0.515523 
[0/25][13773/14432] Training Loss: 0.605430 
[0/25][13774/14432] Training Loss: 0.729876 
[0/25][13775/14432] Training Loss: 0.716435 
[0/25][13776/14432] Training Loss: 0.692793 
[0/25][13777/14432] Training Loss: 0.681324 
[0/25][13778/14432] Training Loss: 0.853828 
[0/25][13779/14432] Training Loss: 0.757995 
[0/25][13780/14432] Training Loss: 0.800921 
[0/25][13781/14432] Training Loss: 0.723541 
[0/25][13782/14432] Training Loss: 0.606946 
[0/25][13783/14432] Training Loss: 0.792406 
[0/25][13784/14432] Training Loss: 0.638581 
[0/25][13785/14432] Training Loss: 0.675207 
[0/25][13786/14432] Training Loss: 0.692825 
[0/25][13787/14432] Training Loss: 0.571473 
[0/25][13788/14432] Training Loss: 0.762838 
[0/25][13789/14432] Training Loss: 0.669368 
[0/25][13790/14432] Training Loss: 0.489106 
[0/25][13791/14432] Training Loss: 1.039315 
[0/25][13792/14432] Training Loss: 0.863649 
[0/25][13793/14432] Training Loss: 0.737754 
[0/25][13794/14432] Training Loss: 0.672151 
[0/25][13795/14432] Training Loss: 0.713479 
[0/25][13796/14432] Training Loss: 0.718914 
[0/25][13797/14432] Training Loss: 0.869437 
[0/25][13798/14432] Training Loss: 1.029401 
[0/25][13799/14432] Training Loss: 0.640928 
[0/25][13800/14432] Training Loss: 0.658963 
[0/25][13801/14432] Training Loss: 0.777518 
[0/25][13802/14432] Training Loss: 0.690702 
[0/25][13803/14432] Training Loss: 0.669341 
[0/25][13804/14432] Training Loss: 0.503294 
[0/25][13805/14432] Training Loss: 0.686538 
[0/25][13806/14432] Training Loss: 0.472951 
[0/25][13807/14432] Training Loss: 0.932478 
[0/25][13808/14432] Training Loss: 0.695099 
[0/25][13809/14432] Training Loss: 0.534371 
[0/25][13810/14432] Training Loss: 0.701122 
[0/25][13811/14432] Training Loss: 0.682565 
[0/25][13812/14432] Training Loss: 0.663299 
[0/25][13813/14432] Training Loss: 0.764306 
[0/25][13814/14432] Training Loss: 0.725304 
[0/25][13815/14432] Training Loss: 0.906008 
[0/25][13816/14432] Training Loss: 0.575045 
[0/25][13817/14432] Training Loss: 0.725695 
[0/25][13818/14432] Training Loss: 1.020830 
[0/25][13819/14432] Training Loss: 0.864186 
[0/25][13820/14432] Training Loss: 0.747298 
[0/25][13821/14432] Training Loss: 0.865721 
[0/25][13822/14432] Training Loss: 0.645201 
[0/25][13823/14432] Training Loss: 0.719705 
[0/25][13824/14432] Training Loss: 0.696815 
[0/25][13825/14432] Training Loss: 1.019241 
[0/25][13826/14432] Training Loss: 0.691888 
[0/25][13827/14432] Training Loss: 0.570368 
[0/25][13828/14432] Training Loss: 0.770967 
[0/25][13829/14432] Training Loss: 0.711371 
[0/25][13830/14432] Training Loss: 0.833633 
[0/25][13831/14432] Training Loss: 0.662125 
[0/25][13832/14432] Training Loss: 0.646910 
[0/25][13833/14432] Training Loss: 0.726101 
[0/25][13834/14432] Training Loss: 0.719219 
[0/25][13835/14432] Training Loss: 0.618205 
[0/25][13836/14432] Training Loss: 0.622490 
[0/25][13837/14432] Training Loss: 0.622295 
[0/25][13838/14432] Training Loss: 0.583346 
[0/25][13839/14432] Training Loss: 0.726423 
[0/25][13840/14432] Training Loss: 0.749722 
[0/25][13841/14432] Training Loss: 0.632693 
[0/25][13842/14432] Training Loss: 0.599413 
[0/25][13843/14432] Training Loss: 0.729099 
[0/25][13844/14432] Training Loss: 0.697417 
[0/25][13845/14432] Training Loss: 0.702845 
[0/25][13846/14432] Training Loss: 0.584637 
[0/25][13847/14432] Training Loss: 0.661250 
[0/25][13848/14432] Training Loss: 0.556460 
[0/25][13849/14432] Training Loss: 0.672185 
[0/25][13850/14432] Training Loss: 0.647697 
[0/25][13851/14432] Training Loss: 0.977111 
[0/25][13852/14432] Training Loss: 0.729164 
[0/25][13853/14432] Training Loss: 0.539451 
[0/25][13854/14432] Training Loss: 0.778334 
[0/25][13855/14432] Training Loss: 0.564139 
[0/25][13856/14432] Training Loss: 0.570289 
[0/25][13857/14432] Training Loss: 0.588199 
[0/25][13858/14432] Training Loss: 0.749917 
[0/25][13859/14432] Training Loss: 0.759422 
[0/25][13860/14432] Training Loss: 0.691449 
[0/25][13861/14432] Training Loss: 0.999997 
[0/25][13862/14432] Training Loss: 0.529904 
[0/25][13863/14432] Training Loss: 0.981648 
[0/25][13864/14432] Training Loss: 0.707390 
[0/25][13865/14432] Training Loss: 0.508182 
[0/25][13866/14432] Training Loss: 0.880829 
[0/25][13867/14432] Training Loss: 0.816373 
[0/25][13868/14432] Training Loss: 0.732085 
[0/25][13869/14432] Training Loss: 0.774116 
[0/25][13870/14432] Training Loss: 0.814956 
[0/25][13871/14432] Training Loss: 0.752818 
[0/25][13872/14432] Training Loss: 0.665513 
[0/25][13873/14432] Training Loss: 0.582748 
[0/25][13874/14432] Training Loss: 0.637246 
[0/25][13875/14432] Training Loss: 0.623327 
[0/25][13876/14432] Training Loss: 0.793683 
[0/25][13877/14432] Training Loss: 0.631787 
[0/25][13878/14432] Training Loss: 0.801137 
[0/25][13879/14432] Training Loss: 0.717217 
[0/25][13880/14432] Training Loss: 0.749035 
[0/25][13881/14432] Training Loss: 0.613382 
[0/25][13882/14432] Training Loss: 0.728872 
[0/25][13883/14432] Training Loss: 0.667220 
[0/25][13884/14432] Training Loss: 0.611809 
[0/25][13885/14432] Training Loss: 0.763727 
[0/25][13886/14432] Training Loss: 0.539464 
[0/25][13887/14432] Training Loss: 0.779390 
[0/25][13888/14432] Training Loss: 0.601766 
[0/25][13889/14432] Training Loss: 0.639915 
[0/25][13890/14432] Training Loss: 0.580938 
[0/25][13891/14432] Training Loss: 0.639556 
[0/25][13892/14432] Training Loss: 0.887397 
[0/25][13893/14432] Training Loss: 0.669764 
[0/25][13894/14432] Training Loss: 0.598421 
[0/25][13895/14432] Training Loss: 0.571202 
[0/25][13896/14432] Training Loss: 0.859774 
[0/25][13897/14432] Training Loss: 0.527841 
[0/25][13898/14432] Training Loss: 0.622908 
[0/25][13899/14432] Training Loss: 0.987594 
[0/25][13900/14432] Training Loss: 0.746594 
[0/25][13901/14432] Training Loss: 0.771881 
[0/25][13902/14432] Training Loss: 0.800137 
[0/25][13903/14432] Training Loss: 0.763350 
[0/25][13904/14432] Training Loss: 0.563739 
[0/25][13905/14432] Training Loss: 0.629145 
[0/25][13906/14432] Training Loss: 0.797345 
[0/25][13907/14432] Training Loss: 0.617623 
[0/25][13908/14432] Training Loss: 0.803895 
[0/25][13909/14432] Training Loss: 0.521677 
[0/25][13910/14432] Training Loss: 0.679403 
[0/25][13911/14432] Training Loss: 0.663630 
[0/25][13912/14432] Training Loss: 0.550989 
[0/25][13913/14432] Training Loss: 0.831069 
[0/25][13914/14432] Training Loss: 0.941586 
[0/25][13915/14432] Training Loss: 0.854935 
[0/25][13916/14432] Training Loss: 0.687781 
[0/25][13917/14432] Training Loss: 0.622112 
[0/25][13918/14432] Training Loss: 0.569572 
[0/25][13919/14432] Training Loss: 0.717280 
[0/25][13920/14432] Training Loss: 0.624195 
[0/25][13921/14432] Training Loss: 0.667643 
